,item_name,price,item_img,sub_title,info_img,seller,package_type,package_detail,sell_unit,weight,origin,allergy,warning,item_detail,category
10,[자연실록] 닭가슴살 큐브 스테이크 4종,"7,650","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653037613129l0.jpeg",간편하게 구워 먹는 촉촉한 닭가슴살,10,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,500g,상품설명/상세정보 참조,"- 닭고기 함유 
- 치즈맛: 닭고기, 우유, 대두, 밀, 알류 함유
이 제품은 알류, 우유, 메밀, 땅콩, 대두, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 호두, 쇠고기, 오징어, 조개류, 아황산류, 잣을 사용한 제품과 같은 시설에서 제조했습니다.",수령일 포함 347일 이상 남은 상품을 보내드립니다. (유통기한: 제조일로부터 547일),"간편하게 구워 먹는 촉촉한 닭가슴살
[자연실록]
동물복지 닭가슴살
큐브 스테이크 4종
닭가슴살은 지방이 적은 살코기 부위로, 식단을 관리하는 분들이 많이 찾는 식재료인데요. 좋은 환경에서 키워 더욱 안심 할 수 있는 자연실록의 닭가슴살 큐브 스테이크를 만나 보세요. 도계 즉시 급속으로 동결하는 IFF 공법*을 사용해 신선함을 그대로 보존하고, 특유의 퍽퍽한 식감 대신 촉촉한 육질을 살렸어요. 적당한 크기로 깍둑 썰어내 조리하거나 먹기에도 무척 편리고요. 각각 후추와 파슬리, 국내산 마늘, 청양고추, 치즈로 감칠맛을 더해 양념 없이도 심심하지 않게 즐길 수 있답니다.

*IFF(Individual Fresh Frozen)공법이란? 신선한 닭고기를 도계 즉시 영하 35℃에서 40분간 개별 급속동결하여 세포의 원형을 유지하는 방법을 뜻해요.
Kurly's Check Point
Kurly’s Pick
01. 동물복지 닭가슴살 큐브 스테이크
・중량 : 1봉(500g)
・특징 : 닭가슴살 결이 촉촉하게 느껴지는 오리지널 제품이에요. 염지 과정을 짧게 거친 후 후추와 파슬리로 향미를 살짝 더해 담백하면서도 심심하지 않은 감칠맛이 느껴집니다.
02. 동물복지 닭가슴살 큐브 스테이크 갈릭
・중량 : 1봉(500g)
・특징 : 국내산 마늘로 깊은 맛을 더했어요. 은은한 마늘 향이 느껴지는 동시에 육질이 부드러워 누구나 부담없이 먹을 수 있답니다.
03. 동물복지 닭가슴살 큐브 스테이크 청양고추
・중량 : 1봉(500g)
・특징 : 식단조절 중 매콤한 음식이 생각난다면 청양고추를 추천할게요. 담백한 닭가슴살에 송송 썬 청양고추를 더해 질리지 않는 맛을 가졌답니다.
04. 동물복지 닭가슴살 큐브 스테이크 치즈
・중량 : 1봉(500g)
・특징 : 고소한 치즈를 콕콕 박아 완성한 닭가슴살 큐브입니다. 달콤 짭조름한 풍미를 지녀 그냥 먹어도 참 맛있어요.
Kurly’s Tip
조리법
・프라이팬 조리 시 : 프라이팬에 기름을 둘러 예열한 다음, 냉동 상태의 닭가슴살을 올려 약불에서 7~8분간 조리해 주세요. 중간중간 뒤집어 가며 골고루 익혀 주시면 됩니다.
・에어프라이어 조리 시 : 180℃로 5분간 예열한 에어프라이어에 냉동 상태의 닭가슴살을 잘 펼쳐 넣고 약 3분간 조리한 다음, 뒤집어서 5분간 더 조리해 주세요.
보관법
・-18℃ 이하의 냉동실에서 보관해 주세요.
활용팁
・프라이팬에 버터를 발라 구우면 더욱 진한 풍미를 느낄 수 있어요.
・버섯이나 양파, 피망, 마늘, 아스파라거스 등의 채소를 곁들여 함께 볶으면 더욱 풍성한 요리를 완성할 수 있답니다.",meat
11,[델리치오] 호주산 목초육 안심 스테이크 250g (냉장),"18,320","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653037997440l0.jpeg",100g 당 9160원,11,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,250g,호주산,"- 소고기 함유
- 대두, 밀, 돼지고기, 우유, 토마토, 새우, 아황산류, 닭고기, 조개류(굴, 홍합, 전복), 오징어, 잣, 알류, 게, 복숭아, 땅콩, 호두, 고등어, 메밀과 동일 제조시설에서 제조",수령일 포함 최소 3일 남은 제품을 보내 드립니다.,"목초를 먹고 자란 담백한 소고기
[델리치오]
목초육 안심 스테이크
지방이 적어 담백한 맛이 일품인 호주산 소 안심을 소개합니다. 소를 넓은 들판에 자유로이 방목하여, 목초를 먹이며 키웠어요. 자연 방목한 덕분에 소고기 결이 탄탄하고 육즙이 풍만하죠. 부드러운 안심 부위만을 선별해, 스테이크 조리가 간편하도록 먹기 좋은 크기로 2인분을 준비했답니다. 고급 레스토랑 못지 않은 안심 스테이크를 집에서도 취향껏 즐겨 보세요.



영상으로 미리 만나는 델리치오 호주 목초육 안심
Kurly's Check Point
Kurly’s Pick
목초육 안심 스테이크
・중량 : 1팩(250g / 2개입)
・특징 : 목초를 먹이며 자연 방목해, 기름기가 다소 적은 호주산 소 안심이에요. 취향에 맞게 다양한 굽기의 스테이크를 즐겨보세요.
・보관법 : -2~10℃에서 즉시 냉장 보관하세요.
Kurly’s Note",meat
12,[KF365] 삼겹살 대패 1kg (냉동),"12,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653040211228l0.jpg","100g당 판매가 : 1,290원",12,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,1kg,상품설명/상세정보 참조,"- 돼지고기 함유
- 본 제품은 소고기, 닭고기, 알류(달걀), 밀, 대두를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.","이력번호가 표시된 제품이며, 이력번호는 수령하시는 상품 패키지에서 확인 가능합니다.","휘리릭 구워 먹는 얇은 삼겹살
삼겹살 대패
매일 부담 없이 사용할 수 있는 돼지고기를 찾고 있다면, KF365를 만나보세요. 얇은 두께로 빠르게 조리해 먹을 수 있는 대패 삼겹살을 합리적으로 즐길 수 있는 네덜란드산 돼지고기로 준비했답니다. 넉넉한 용량으로 담은 상품이라, 여럿이 함께 먹기에도 알맞지요. 간단한 구이부터 볶음 등의 요리에도 다채롭게 활용해 보세요.
Kurly's Check Point
Kurly’s Tip
보관법
・-18℃ 이하의 냉동실에서 보관해 주세요.",meat
13,[KF365] 한돈 급냉 삼겹살 600g (냉동),"14,940","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/d2f0989a-93ff-445a-817d-cc35c515995d.jpg","100g당 판매가 : 2,490원",13,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,600g,상품설명/상세정보 참조,"-돼지고기 함유
-이 제품은 쇠고기를 사용한 제조시설과 같은 시설에서 생산하고 있습니다.",- 수령일 포함 최소 165일 이상 남은 제품을 보내드립니다.,"한입 크기로 손질한 냉동 삼겹
[KF365]
한돈 급냉 삼겹살
맛 좋은 우리 한돈을 부담 없이 즐겨보세요. 컬리는 구이용으로 먹기 좋게 손질한 급냉 삼겹살을 준비했어요. 너무 두껍지도, 얇지도 않은 두께라 해동 없이 그대로 구워 즐길 수 있고요. 삼겹살 특유의 육즙과 씹는 재미도 오롯이 느낄 수 있답니다. 2~3인이 먹기 좋은 용량으로 준비했으니 냉동실에 든든히 챙겨 보세요.
Kurly's Check Point
Kurly’s Tip
보관법
・-18℃ 이하에서 냉동 보관해 주세요.
해동법
・냉동 상태 그대로 구워 드셔도 좋지만, 하루 전 냉장 해동 후 조리하시면 한결 부드러운 식감의 삼겹살을 맛볼 수 있습니다.
Kurly’s Note",meat
14,[KF365] 훈제오리 150g*2pk,"6,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653886849323l0.jpg",10g당 가격: 230원,14,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1묶음,150g x 2개입,상품설명/상세정보 참조,"-알류, 우유, 대두 함유
-메밀, 땅콩, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함), 잣을 사용한 제품과 같은 제조시설에서 제조",해당 상품은 냉장 제품입니다.,"두 팩으로 나눠 담아 간편
[KF365] 훈제오리
매일 부담 없이 먹을 수 있는 밥반찬을 고민하셨다면, 컬리가 소개하는 훈제오리를 만나보세요. 신선한 국내산 오리만 엄선해 은은한 훈연을 입혔어요. 야들야들한 식감에 감칠맛이 배어 살짝만 구워도 풍미가 일품이지요. 한 번에 먹기 딱 좋은 양을 담아 두 팩으로 나누어 포장했으니, 간편하게 즐겨보세요. 간단한 밥반찬이나 도시락 반찬은 물론, 샐러드의 토핑이나 월남쌈의 속재료 등 활용법이 무궁무진하답니다.
Kurly's Check Point
Kurly’s Tip
보관법
・-2~5℃에서 냉장 보관하시고, 개봉 후에는 냉동 보관하세요.
조리법
・프라이팬 조리 시 : 예열된 프라이팬에 내용물을 올리고 중불에서 약 3~4분 이상 조리해 주세요.
・오븐 조리 시 : 180~220ºC에서 예열한 오븐에 내용물을 넣고, 약 6~7분 이상 조리해 주세요.
・전자레인지 조리 시 : 내용물을 내열용기에 옮겨 담은 뒤, 전자레인지에 넣고 700W 기준 약 2~3분 이상 조리해 주세요.",meat
15,[KF365] 생 등심 돈까스 8입 1kg (냉장),"14,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653886802261l0.jpg",넉넉하게 즐기는 바삭한 돈가스,15,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1개,1kg (8개입),상품설명/상세정보 참조,"- 돼지고기, 밀, 대두, 계란 함유
- 우유, 땅콩, 고등어, 게, 새우, 복숭아, 토마토, 아황산류, 호두, 닭고기, 쇠고기, 오징어, 조개류, 잣과 같은 시설에서 제조",수령일 포함 최소 4일 이상 남은 제품을 보내드립니다.,"넉넉하게 즐기는 바삭한 돈가스
[KF365] 생 등심 돈까스
촉촉한 육즙을 머금은 바삭한 돈가스는 남녀노소 좋아하는 메인 메뉴이죠. 컬리는 집에서 만든 듯 잡내 없이 깔끔한 냉장 돈가스를 1kg 대용량으로 넉넉하게 준비했어요. 신선한 국내산 등심을 두툼한 두께로 정형한 뒤 알맞게 숙성해, 풍부한 육즙과 부드러운 육질이 일품이랍니다. 여기에 입자가 큰 습식 빵가루를 입혀 바삭하게 부서지는 식감도 놓치지 않았어요. 오랜 세월 돈가스를 생산해온 제조사와 손을 잡고 정직하고 깨끗하게 생산했으니, 안심하고 즐겨보세요.
Kurly's Check Point
Kurly’s Tip
보관법
・-2~5℃에서 냉장 보관하시고, 개봉 후에는 냉동 보관하세요.
조리법
・160℃로 달궈진 기름에 약 4~5분 정도 노릇하게 튀겨 드세요.",meat
16,[경주천년한우] 1++ 한우 차돌박이 구이용 200g (냉동),"25,000","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1597381756980l0.jpg","100g당 가격: 6,163원 (쿠폰 적용가)",16,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,200g,상품설명/상세정보 참조,"- 쇠고기 함유
- 본 제품은 돼지고기, 쇠고기를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.","이력번호가 표시된 제품이며, 이력번호는 수령하시는 상품 패키지에서 확인 가능합니다.","고소하고 촉촉한 맛이 일품
[경주축협] 경주천년한우
1++ 차돌박이
알고 보면 경주는 국내에서 한 손에 꼽힐 정도로 소를 많이 사육하는 지역이에요. 경주축협은 혈통 등록 이상의 송아지를 선별해 고품질의 소고기를 생산하고, 경주천년한우라는 프리미엄 브랜드로 선보입니다. 육색과 마블링 등에서 1++ 등급을 획득한 차돌박이를 컬리에서 만나보세요. 부드러운 지방과 살코기가 어우러지는 차돌박이는 구이는 물론이고 각종 찌개, 탕에 두루 활용할 수 있답니다. 살짝 익혀낸 뒤 우동이나 짬뽕 등에 올려도 별미랍니다.
Kurly's Check Point
Kurly’s Tip
보관법
・-18°C 이하의 온도에서 냉동 보관하세요.
해동법
・냉장실에 하루 동안 보관하면 먹기 좋은 상태로 해동됩니다. 빠르게 해동하고 싶은 경우 흐르는 찬물에 넣어 해동하세요.
Kurly’s Note
About Brand
경주천년한우는 '건강한 한우에서 온 안전하고, 맛이 뛰어난 소고기'를 목표로 경주축협이 만든 브랜드입니다. 그래서 송아지가 태어날 때부터 우리의 식탁에 도착하는 순간까지 모든 과정을 꼼꼼하게 관리해요. 브랜드 전용 사료를 급여하고, 경매 시장 또한 자체적으로 운영합니다. 도축 및 가공 과정 또한 위생적으로 이루어지죠. 모든 단계에서 안전한 고기를 만들기 위한 노력을 인정받아 경주축협은 국내 최초로 한우사육단계 HACCP 인증을 획득했어요. 천년 고도에서 온 프리미엄 한우의 다양한 맛을 즐겨보세요.",meat
17,[KF365] 한돈 목살 구이용 600g~ (냉장),"14,940","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1637148001490l0.jpg","100g 당 판매가 : 2,490원",17,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,"600g / 1,000g",국내산,"- 돼지고기 함유
- 본 제품은 쇠고기, 닭고기, 우유, 토마토, 조개류(굴, 전복, 홍합 포함)등을 사용하는 제조시설과 같은 시설에서 생산하고 있습니다.",수령일 포함 최소 5일 이상 남은 제품을 보내드립니다.,"한돈으로 즐기는 고소한 풍미
[KF365]
한돈 목살 구이용
맛 좋고 건강한 우리 한돈을 부담 없이 즐겨보세요. 컬리가 구이용으로 사랑받는 목살을 품질 좋은 한돈으로 준비했답니다. 목살은 기름기가 적어 담백한 맛을 자랑하는 부위인데요. 육즙을 보존하면서도 빠르게 구워 즐기기 적당한 두께로 정형했어요. 두 가지 용량으로 준비했으니 필요에 맞게 선택해 보세요. 찌개 등의 요리에도 활용하기 좋답니다.
Kurly's Check Point
Kurly’s Pick
01~02. 한돈 목살 구이용
・선택 가이드 : ①600g, ②1,000g 중 선택하세요.
・특징 : 국내산 목살을 구이에 알맞은 두께로 정형한 상품이에요.
Kurly’s Tip
보관법
・-2~5℃ 이하에서 냉장 보관해 주세요.
Kurly’s Note",meat
18,[자연실록] 무항생제 닭 다리살 (정육) 500g,"8,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/163842816248l0.jpg","100g 당1,780원",18,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,500g,국내산,-닭고기 함유,수령일 포함하여 최소 3일 남은 상품을 보내드립니다.,"간편하게 즐기는 촉촉한 살코기
[자연실록]
무항생제 닭 다리살
좋은 환경에서 키워 더욱 안심할 수 있는 하림의 자연실록 닭고기를 소개할게요. 무항생제 인증농가에서 기능성 사료를 먹고 자란 건강한 닭을 깨끗하게 손질하고요. 본연의 육향과 육즙을 살려 신선한 냉장 상태 그대로 담았답니다. 이번에는 닭 다리의 뼈를 발라낸 뒤, 부드러운 살코기를 담아 준비했어요. 고소한 감칠맛이 남달라 다양한 요리에 두루 활용하기 좋답니다. 해동 없이 간편하게 우리 가족 반찬을 요리해 보세요.
Kurly's Check Point
Kurly’s Tip
보관법
・-2~5℃에서 냉장 보관하세요.
Kurly’s Recipe
춘천식 닭갈비
재료
(2인분 기준) 양배추 200g, 깻잎 10장, 대파 1대, 당근 1/3개(약 70g), 고구마 1개(약 150g), 양파 1/2개, 우동 면 210g, 닭다리살 500g, 쌀떡 10개

・양념장 재료 : 양조간장 3큰술, 고춧가루 3큰술, 설탕 2큰술, 올리고당 1큰술, 다진마늘 1큰술, 카레가루 1작은술, 다진 생강 1/2작은술, 고운 후춧가루 1/2작은술
・후식용 볶음밥 재료 : 마늘쫑 장아찌 2큰술, 참기름 1큰술, 밥 1공기, 김가루 3큰술
RECIPE
[닭갈비]
1. 양배추는 2cm, 깻잎은 3cm 길이로 썰어 준비합니다.
2. 대파는 세로 방향으로 반을 가른 후 4cm 길이로 자릅니다.
3. 당근과 고구마는 세로 방향으로 반을 갈라 0.5cm 두께로 어슷하게 썰어둡니다.
4. 껍질 벗긴 양파를 믹서기 혹은 강판으로 곱게 갈고, 준비한 양념장 재료들과 모두 섞습니다.
Tip. 닭갈비를 먹고 난 후 후식용 볶음밥까지 만들 예정이라면, 양념장 재료를 2배 분량으로 준비하세요.
5. 준비한 냄비에 물을 붓고, 우동 면을 30초~1분간 데칩니다.
6. 중불로 달군 팬에 닭다리살을 껍질 부분이 먼저 닿도록 올리고, 살이 반쯤 익으면 한 입 크기로 자릅니다.
7. ⑥에 깻잎을 제외한 ①~③의 모든 채소, 쌀떡을 넣고 골고루 섞습니다.
8. ⑦의 채소가 반쯤 익으면, ④의 양념장을 넣고 5분간 더 볶습니다.
9. ⑧에 ⑤의 우동 면과 ①의 깻잎을 넣고 1분 정도 더 볶아 완성합니다.
Tip. 취향에 따라 닭고기를 먼저 먹고 난 후, 나중에 우동 면을 추가해도 좋아요.

[후식용 볶음밥]
1. 미리 만들어둔 여분의 양념장 2~3큰술, 0.5cm 두께로 썬 마늘쫑 장아찌, 참기름, 밥, 김가루를 준비합니다.
2. ①의 볶음밥 재료를 모두 섞고, 닭갈비가 일부 남아있는 팬에 붓습니다.
3. ②을 주걱으로 얇게 펴서 꾹꾹 눌러주고, 중불에서 1~2분 정도 익힙니다.
Tip. 볶음밥 바닥면이 살짝 노릇하게 튀겨질 정도로 익히면 가장 맛있어요.",meat
19,[태우한우] 1+ 한우 절단국거리용 200g (냉장),"10,240","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/d1c2fda6-e5a6-4dd7-8464-e4ee6e002b5c.jpg","100g당 가격: 6,400원",19,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,200g,국내산(한우),"-소고기 함유
- 이 제품은 돼지고기를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",제조일로부터 8일 이내 상품을 보내드립니다.,"다섯 부위를 섞은 국거리용 소고기
[태우한우] 1+ 한우
절단 국거리용
평소 국거리용 소고기를 구입하실 때 주로 양지 부위를 즐겨 찾으셨을 텐데요. 컬리는 국거리용으로는 조금 낯설 수 있는 앞다리, 설깃 등 5가지 부위를 한우 1+등급으로 준비했어요. 5가지 부위에 공통점이 있다면 바로 기름기가 적고 고기의 결이 거칠다는 점인데요. 육질이 무척 탄탄하고 치밀한 덕에 오래 끓여도 고기의 결이 흐트러짐이 없지요. 큐브 형태로 정형해 포장했으니, 따로 손질할 필요 없이 탕, 찌개 등의 요리에 간편하게 활용해 보세요. 다채로운 식감과 맛을 만끽할 수 있어 더욱 만족스러울 거예요.
Kurly's Check Point
Kurly’s Pick
1+ 한우 절단 국거리용
・중량 : 1팩(200g)
・특징 : 한우의 앞다리, 설깃, 설도, 우둔 그리고 사태 부위를 국거리용에 알맞게 정형한 뒤 고루 섞어 포장한 제품입니다.
Kurly’s Note
About Brand
마장동에 위치한 태우 한우는 1988년 창업 이래로 30년간 축산에 집중해온 축산전문 기업이에요. 신선하고 품질 좋은 한우 생산을 위해 무엇보다 중요한 것은 철저한 위생관리와 품질관리라는 신념으로 사업을 꾸려나가고 있죠. HACCP 우수 업체로 기본에 충실한 생산과 음이온 가공장 시설을 운영하며 위생 관리에 엄격하게 신경 쓰고 있어요. 그 노력의 결과를 보여주기라도 하는 듯 500여 곳이 넘는 대형 고객사에게 신뢰를 얻고 함께하고 있으며, 맛과 품질은 물론이고 그 브랜드 가치를 인정받아 미식의 나라 싱가포르와 홍콩 등지에 해외 수출을 하며 우리나라 한우를 세계에 알리는 데 앞장서고 있습니다.",meat
20,[숭의가든] 한돈 목살 양념 구이,"14,900","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1648207341123l0.jpeg",우리 집에 찾아온 인천 맛집,20,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩,500g,상세페이지 별도 표기,"- 돼지고기, 밀, 대두 함유","해당 상품은 생양념을 사용하여 맛 보존을 위해 전자레인지 해동이 아닌, 냉장해동/유수해동을 권장드립니다.","우리 집에 찾아온 인천 맛집
[숭의가든]
한돈 목살 양념 구이
인천 제물포역 인근에 자리한 숭의가든은 인천을 대표하는 고깃집입니다. 일부러 인천까지 찾아가지 않고도, 이제 컬리를 통해 숭의가든의 고기를 만날 수 있습니다. 양념된 돼지고기 하면 갈비 부위를 먼저 떠올리실 텐데요. 숭의가든은 갈비가 아닌 목살 부위를 엄선한 뒤 마늘, 배, 양파, 설탕, 생강 등으로 만든 특제 간장 양념을 입혔습니다. 목살은 갈비보다 기름기가 적고 살코기의 품질을 유지하기에도 좋기 때문이지요. 양념 목살의 표면을 보면 사선으로 촘촘한 선이 새겨져 있는 것을 알 수 있습니다. 기계가 아닌 사람의 손으로 일일이 칼집을 넣어 육질을 부드럽게 만든 흔적이에요. 숭의가든의 노하우가 깃든 돼지 양념 목살을 집에서 노릇노릇하게 구워 드셔 보세요.



영상으로 미리 만나는 목살 양념 구이
Kurly's Check Point
Kurly’s Pick
한돈 목살 양념 구이
・ 중량 : 500g
・ 특징 : 국산 돼지고기의 목살 부위를 오랜 전통을 자랑하는 숭의가든의 특제 간장 양념에 절였습니다.
・ 테이스팅 노트 : 칼집이 난 덕분에 텁텁하거나 질기지 않고, 부드러워요. 양념에서는 단맛이 은은하게 돕니다. 쌈 채소를 곁들여 먹거나 밥과 함께 먹으면 잘 어울려요.
・ 보관방법 : 바로 드시지 않는다면 반드시 냉동실에서 보관해 주세요. 드시기 전 냉장실에서 자연 해동해 주세요.
Kurly’s Tip
이렇게 조리하세요
・냉동 상태의 패키지를 냉장실에 보관하거나 찬물에 담가 충분히 해동한 뒤, 양념을 제외한 고기만 건져 프라이팬에 올리고 중약불에서 천천히 구워 주세요.
Tip. 전자레인지로 가열 시, 생양념의 맛이 조금 달라질 수 있어 전자레인지 해동 및 조리는 권장 드리지 않습니다.
칼집과 반대 방향으로 자르세요
・ 고기를 어떻게 자르냐에 따라 육질이 다르게 느껴져요. 구운 돼지 양념 목살을 자르실 때는 칼집 난 방향과 반대 방향으로 자르세요. 더 연하고 더 맛있게 느껴질 거예요.
캐러멜색소, 걱정하지 마세요
・갈색을 내는 착색료인 캐러멜색소를 첨가하면 고기의 빛깔이 더 또렷하고 맛있게 느껴집니다. 그러나 숭의가든은 캐러멜색소를 사용하지 않습니다. 고기를 해동했을 때 고기의 색깔이 다소 붉게 보일 수도 있습니다.
About Brand
인천시 남구 숭의동에 자리한 '숭의가든'. 1991년 문을 연 이래, 수십 년간 한결같은 고기 맛으로 수많은 이들의 사랑을 받고 있지요. 동네 주민들에게는 고기가 생각날 때 편하게 찾을 수 있는 사랑방 같은 존재, 타지 사람들에게는 일부러 방문하고 싶은 명소로 자리 잡았답니다. 매장 주변에 푸른 소나무를 멋지게 장식해두어, 조경이 아름다운 가게라는 인상을 주기도 한답니다. 대표 메뉴는 한우구이 메뉴를 비롯해 양념 맛이 일품인 돼지갈비, 불고기 등이에요. 숭의가든은 수준 높은 고기를 선보이는 '고기 명가(肉名家)'라는 자리를 지키기 위해 부단히 노력하고 있습니다.",meat
21,[KF365] 1+등급 무항생제 백색 대란 20구,"7,150","https://product-image.kurly.com/cdn-cgi/image/quality=85,width=676/product/image/4ea65434-7413-43e3-a4ef-1037c0d6c47c.jpg",1구 당 판매가 : 358원,21,컬리,냉장 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1팩(20구),1040g,국내산,- 계란 함유,"출고일 기준, 산란일로부터 10일 이내 상품을 배송해드립니다.(총 유통기한 : 산란일로부터 30일)","하얀 달걀을 넉넉하게
[KF365] 1+등급
무항생제 백색 대란 20구
매일 같이 식탁에 오르는 식재료인 만큼 믿고 살 수 있는 달걀을 찾고 있는 분이라면 KF365가 선보이는 1+등급 무항생제 백색 대란을 만나보세요. 1+, 1, 2 등급 계란의 품질을 나누는 세 가지의 등급 중에서 1+등급의 품질을 유지하기 위해 닭의 스트레스를 줄이는 사육 환경을 제공하고 사료를 관리하는 것은 물론, 닭의 주령까지 꼼꼼하게 관리하죠. 거기에 무항생제 인증까지 받은 달걀이니 믿고 선택하실 수 있을 거예요. 20구 상품으로 준비했으니, 매일매일 신선하게 즐겨보세요.
Kurly's Check Point
달걀, 꼼꼼하게 따져보세요
닭이 자라는 환경은 어떤가요?
・현재 케이지를 도입하고 있기 때문에 사육환경번호 4번에 해당합니다. 그러나 일반적으로 상상할 수 있는 케이지 농가가 아닌, 위생적이고 혁신적인 스마트팜이에요. 온도, 습도, 일조량, 계분 처리 등을 최첨단으로 관리하여 스트레스를 최소화하고 달걀의 안전도 지키고 있습니다.
닭에게 무엇을 먹이나요?
・유산균을 비롯한 비타민 E, 칼슘 등 영양성분이 뛰어난 사료를 맞춤형으로 제공해요. 항생제와 산란촉진제 등이 포함돼 있지 않은 사료를 급여해 무항생제 인증을 받았어요.
세척한 달걀인가요?
・달걀 껍질에 묻은 분뇨를 세척한 뒤 냉장으로 유통합니다.
안전한 달걀인지 검사를 하나요?
・주기적인 자가품질검사를 통해 농약, 항생제 등이 잔류하지 않는지 테스트하고 있어요.
Kurly’s Tip
산란일과 유통기한
・산란한지 10일 이내의 달걀을 보내드려요. 유통기한은 산란일자로부터 약 한 달간입니다. 단, 보관 상태에 따라 섭취 가능 기한은 달라질 수 있어요.
Kurly’s Note",meat
22,[모노키친] 롱롱 돈까스,"6,882","https://img-cf.kurly.com/cdn-cgi/image/quality=85,width=676/shop/data/goods/1653034484643l0.jpeg",자르지 않고 즐기는 돈가스 스틱,22,컬리,냉동 (종이포장),택배배송은 에코 포장이 스티로폼으로 대체됩니다.,1개,320g,상품설명/상세정보 참조,"- 돼지고기, 대두, 밀, 계란, 우유 함유 
- 쇠고기, 닭고기, 새우, 게, 오징어, 고등어, 조개류(굴, 전복, 홍합 포함), 메밀, 호두, 땅콩, 잣, 토마토, 복숭아, 아황산류와 같은 시설에서 제조","등심 모양이 일정치 않아 조각마다 일부 모양 차이가 있을 수 있으나, 전체 중량은 동일한 점 참고부탁드립니다.","자르지 않고 즐기는 돈가스 스틱
[모노키친] 롱롱 돈까스
미식을 선사하는 간편식 브랜드 모노키친의 롱롱 돈까스를 소개합니다. 이름처럼 길쭉한 모양으로 만들어낸 돈가스예요. 국내산 돼지고기 등심 부위만을 선별해 먹기 좋은 크기로 길게 잘라 만들었답니다. 덕분에 따로 자를 필요가 없어 간편하고요. 결이 살아 있는 고기의 식감도 잘 전해진답니다. 도톰한 튀김옷에 빵가루를 소복하게 묻힌 후, 기름에 두 번이나 튀겨내 더욱 바삭할 거예요. 포크로 콕 찍어 먹으면 되니 아이들 간식으로, 도시락 반찬으로 다양하게 활용해 보세요.
Kurly's Check Point
Kurly’s Tip
이렇게 조리하세요
・냉동 상태의 돈가스를 200℃의 에어프라이어에 넣고 약 13분간 조리해 주세요.
About Brand
세상의 미식, 모노키친으로 만나보세요. 모노키친은 종합식품기업 LF푸드의 홈다이닝 간편식 브랜드입니다. 탄탄한 기반을 바탕삼아 전문적이고 깊이 있는 간편식을 제안하지요. 전국 2만 곳 이상의 파트너에게서 수집한 메뉴 선호도, 평가 피드백을 자체 R&D센터에서 분석하고 고도화하죠. 모노키친의 맛과 품질을 신뢰할 수 있는 이유랍니다. 생활 미식부터 세계 여러 나라의 미식을 모두 아우르는 만큼 메뉴 선택지가 다양한 것도 매력적이죠. 손쉽게 근사한 요리를 만들고 싶을 때, 모노키친이 함께할게요.",meat
